Genus,Species,Body weight (g),Brain weight (g),Total length (cm)
Scorpaena,porcus,340,0.16,27.5
Scorpaena,porcus,34.5,0.07,13.1
Scorpaena,porcus,50,0.075,15.2
Scorpaena,porcus,53,0.085,13.8
Scorpaena,porcus,57.5,0.107,
Scorpaena,porcus,58,0.085,13.4
Scorpaena,scrofa,130,0.105,19
Scorpaena,scrofa,185,0.125,22.3
Scorpaena,scrofa,240,0.155,24.8
Scorpaena,scrofa,620,0.17,32
Scorpaenopsis,diabolus,270,0.132,21.8
Scorpaenopsis,diabolus,287,0.152,22
Taenianotus,triacanthus,5.5,0.029,
Helicolenus,dactylopterus,540,0.426,31.5
Helicolenus,dactylopterus,595,0.326,32.4
Helicolenus,dactylopterus,740,0.398,
Helicolenus,dactylopterus,835,0.377,36
Helicolenus,dactylopterus,950,0.396,38
Helicolenus,dactylopterus,1010,0.363,
Helicolenus,dactylopterus,1430,0.388,
Helicolenus,dactylopterus,1605,0.451,44
Helicolenus,dactylopterus,22,0.104,13
Helicolenus,dactylopterus,80,0.157,16.5
Helicolenus,dactylopterus,175,0.208,22
Helicolenus,dactylopterus,225,0.222,24
Helicolenus,dactylopterus,280,0.242,25
Helicolenus,dactylopterus,355,0.387,28.2
Sebastes,mentella,1750,1.062,
Sebastes,norvegicus,10,0.11,10.2
Sebastes,norvegicus,50,0.203,16.2
Sebastes,norvegicus,170,0.321,23
Sebastes,norvegicus,200,0.312,24
Sebastes,norvegicus,340,0.339,30
Sebastes,norvegicus,350,0.416,
Sebastes,norvegicus,350,0.383,29
Sebastes,norvegicus,480,0.2124,
Sebastes,norvegicus,750,0.514,38
Sebastes,norvegicus,825,0.513,39
Sebastes,norvegicus,930,0.633,42
Sebastes,norvegicus,1200,0.58,44
Sebastes,norvegicus,1630,0.638,50
Sebastes,norvegicus,1950,0.6284,
Sebastes,norvegicus,3450,0.7635,
Sebastes,viviparus,240,0.409,
Sebastes,viviparus,550,0.485,
Trachyscorpia,cristulata,510,0.139,
Trachyscorpia,cristulata,1600,0.204,
Trachyscorpia,cristulata,1700,0.1715,
Trachyscorpia,cristulata,2050,0.249,
Trachyscorpia,cristulata,2350,0.267,
Trachyscorpia,cristulata,2900,0.269,
Trachyscorpia,cristulata,3500,0.282,
Synanceia,verrucosa,1100,0.87,
Centropogon,australis,6.2,0.035,6.7
Chelidonichthys,cuculus,680,0.857,43
Chelidonichthys,cuculus,710,0.779,42
Chelidonichthys,cuculus,800,0.883,43
Chelidonichthys,cuculus,627.5,0.749,
Chelidonichthys,cuculus,320,0.478,
Chelidonichthys,kumu,14.2,0.072,
Chelidonichthys,lastoviza,230,0.36,
Chelidonichthys,lastoviza,260,0.341,
Chelidonichthys,lastoviza,282,0.433,
Chelidonichthys,lucerna,528.8,0.447,
Eutrigla,gurnardus,58,0.333,21
Eutrigla,gurnardus,168,0.594,26.3
Eutrigla,gurnardus,170,0.439,
Eutrigla,gurnardus,240,0.516,32
Eutrigla,gurnardus,305,0.565,33
Eutrigla,gurnardus,372,0.558,31.8
Eutrigla,gurnardus,1800,0.944,55
Lepidotrigla,papilio,72,0.142,
Trigla,lyra,320,0.354,35
Diplomystes,nahuelbutaensis,2.01,0.047,
Ictalurus,punctatus,54,0.162,
Noturus,flavus,23.2,0.088,
Hypostomus,plecostomus,16.7,0.08,
Pimelodus,pictus,2.35,0.057,
Plotosus,lineatus,9.4,0.108,
Plotosus,lineatus,11,0.126,
Plotosus,lineatus,12.3,0.122,
Plotosus,lineatus,13.1,0.125,
Plotosus,lineatus,14.2,0.133,
Plotosus,lineatus,40,0.224,
Plotosus,lineatus,100,0.374,
Plotosus,lineatus,110,0.348,
Poromitra,crassiceps,19.8,0.0343,11.8
Poromitra,crassiceps,30,0.0465,14
Poromitra,crassiceps,44.5,0.092,
Gonostoma,elongatum,60,0.0513,
Sigmops,bathyphilus,30.5,0.016,
Argyropelecus,aculeatus,16.5,0.0385,
Argyropelecus,lychnus,5.5,0.0135,7
Argyropelecus,olfersii,12,0.0353,
Argyropelecus,olfersii,13.7,0.0343,9
Argyropelecus,olfersii,13.7,0.0358,
Maurolicus,muelleri,1.3,0.0127,
Aristostomias,scintillans,10.5,0.012,
Chauliodus,sloani,26,0.0272,
Chauliodus,sloani,32,0.03,25
Chauliodus,sloani,66,0.0372,
Idiacanthus,fasciola,6.3,0.0058,
Malacosteus,niger,24,0.016,16.4
Stomias,boa,11,0.007,
Stomias,boa,27,0.0174,
Stomias,boa,27,0.0244,
Stomias,boa,60,0.0166,
Aulostomus,chinensis,590,0.636,69
Aulostomus,chinensis,217.64,0.411,
Aulostomus,chinensis,63,0.282,33
Aulostomus,chinensis,74,0.262,38
Aulostomus,chinensis,135,0.345,45.2
Aeoliscus,strigatus,1.9,0.02,
Fistularia,commersonii,322,0.734,78
Fistularia,commersonii,525,0.91,104
Fistularia,commersonii,217.78,0.489,
Fistularia,petimba,500,1.005,105
Corythoichthys,haematopterus,0.8,0.0033,
Corythoichthys,haematopterus,0.95,0.004,
Corythoichthys,haematopterus,1.12,0.0048,
Corythoichthys,haematopterus,1.07,0.0041,
Corythoichthys,haematopterus,1.3,0.0043,
Corythoichthys,haematopterus,1.01,0.0036,
Corythoichthys,haematopterus,0.99,0.0042,
Corythoichthys,haematopterus,1.18,0.004,
Corythoichthys,haematopterus,1.08,0.0045,
Corythoichthys,haematopterus,0.71,0.0032,
Corythoichthys,haematopterus,1.43,0.0051,
Corythoichthys,haematopterus,1.36,0.0054,
Corythoichthys,haematopterus,1.41,0.0054,
Corythoichthys,haematopterus,1.34,0.0056,
Corythoichthys,haematopterus,1.41,0.006,
Corythoichthys,haematopterus,1.38,0.0056,
Corythoichthys,haematopterus,1.62,0.0059,
Corythoichthys,haematopterus,1.4,0.0058,
Corythoichthys,haematopterus,1.27,0.0058,
Corythoichthys,haematopterus,1.27,0.0055,
Corythoichthys,haematopterus,1.28,0.0052,
Corythoichthys,haematopterus,1.13,0.005,
Corythoichthys,haematopterus,1.27,0.0055,
Corythoichthys,haematopterus,1.34,0.0058,
Corythoichthys,haematopterus,1.58,0.0062,
Corythoichthys,haematopterus,1.43,0.0058,
Corythoichthys,haematopterus,0.91,0.0041,
Corythoichthys,haematopterus,1.03,0.0043,
Corythoichthys,haematopterus,0.95,0.0052,
Corythoichthys,haematopterus,1.24,0.0061,
Corythoichthys,haematopterus,0.84,0.0042,
Corythoichthys,haematopterus,1.12,0.0049,
Corythoichthys,haematopterus,1.36,0.0056,
Corythoichthys,haematopterus,1.33,0.0058,
Corythoichthys,haematopterus,1.45,0.0064,
Corythoichthys,haematopterus,1,0.0044,
Corythoichthys,haematopterus,1.35,0.0052,
Corythoichthys,haematopterus,1.39,0.0047,
Corythoichthys,haematopterus,1.32,0.0046,
Corythoichthys,haematopterus,1.14,0.0049,
Corythoichthys,haematopterus,1.19,0.0038,
Corythoichthys,haematopterus,1.17,0.0044,
Corythoichthys,haematopterus,1.17,0.0043,
Corythoichthys,haematopterus,1.2,0.0044,
Corythoichthys,haematopterus,1.03,0.0041,
Corythoichthys,haematopterus,1.29,0.005,
Corythoichthys,haematopterus,1.28,0.0057,
Corythoichthys,haematopterus,1.37,0.0051,
Corythoichthys,haematopterus,1.36,0.006,
Corythoichthys,haematopterus,1.21,0.0049,
Corythoichthys,haematopterus,1.22,0.0055,
Corythoichthys,haematopterus,1.47,0.0059,
Corythoichthys,haematopterus,1.31,0.0054,
Corythoichthys,haematopterus,0.94,0.0046,
Corythoichthys,haematopterus,0.83,0.005,
Corythoichthys,haematopterus,1.53,0.006,
Corythoichthys,haematopterus,1.07,0.0046,
Corythoichthys,haematopterus,1.2,0.0044,
Corythoichthys,haematopterus,1.16,0.0048,
Corythoichthys,intestinalis,0.52,0.0021,
Corythoichthys,intestinalis,0.84,0.0022,
Corythoichthys,intestinalis,0.71,0.0025,
Corythoichthys,intestinalis,0.6,0.0021,
Corythoichthys,intestinalis,0.46,0.0023,
Corythoichthys,intestinalis,0.82,0.0026,
Corythoichthys,intestinalis,0.66,0.0027,
Corythoichthys,intestinalis,0.49,0.0024,
Corythoichthys,intestinalis,0.74,0.0029,
Corythoichthys,intestinalis,0.61,0.0027,
Corythoichthys,intestinalis,0.87,0.0026,
Corythoichthys,intestinalis,0.71,0.0026,
Doryichthys,boaja,12,0.0205,
Doryichthys,boaja,14.87,0.0202,
Doryichthys,boaja,14.48,0.0183,
Doryichthys,boaja,4.37,0.0115,
Doryichthys,boaja,8.47,0.0154,
Doryichthys,boaja,10.16,0.016,
Doryichthys,boaja,14.54,0.019,
Doryichthys,deokhatoides,0.54,0.0022,
Doryichthys,martensi,0.51,0.0025,
Doryichthys,martensi,0.56,0.0025,
Doryichthys,martensi,0.56,0.0038,
Doryichthys,martensi,0.58,0.0031,
Doryichthys,martensi,0.6,0.0028,
Doryichthys,martensi,0.5,0.0029,
Doryichthys,martensi,0.54,0.0029,
Doryichthys,martensi,0.41,0.0029,
Doryichthys,martensi,0.4,0.0022,
Doryrhamphus,dactyliophorus,2.11,0.0092,
Doryrhamphus,dactyliophorus,0.44,0.0047,
Doryrhamphus,dactyliophorus,0.85,0.005,
Doryrhamphus,dactyliophorus,1.44,0.0086,
Doryrhamphus,dactyliophorus,1.11,0.0071,
Doryrhamphus,dactyliophorus,0.77,0.0062,
Doryrhamphus,dactyliophorus,1.75,0.0103,
Doryrhamphus,dactyliophorus,0.86,0.007,
Doryrhamphus,dactyliophorus,1.27,0.0079,
Doryrhamphus,dactyliophorus,0.74,0.0062,
Doryrhamphus,dactyliophorus,0.27,0.003,
Doryrhamphus,dactyliophorus,0.46,0.0049,
Doryrhamphus,dactyliophorus,0.28,0.0037,
Doryrhamphus,dactyliophorus,0.1,0.003,
Doryrhamphus,japonicus,0.29,0.0017,
Doryrhamphus,japonicus,0.29,0.0029,
Doryrhamphus,japonicus,0.75,0.0032,
Doryrhamphus,japonicus,0.29,0.0026,
Doryrhamphus,japonicus,0.77,0.0034,
Doryrhamphus,japonicus,0.26,0.0019,
Doryrhamphus,japonicus,0.39,0.0019,
Dunckerocampus,pessuliferus,0.54,0.0057,
Dunckerocampus,pessuliferus,0.8,0.0061,
Entelurus,aequoreus,13.3,0.0107,32.17
Entelurus,aequoreus,12.44,0.0104,31.41
Entelurus,aequoreus,15.66,0.0096,34.08
Entelurus,aequoreus,12.25,0.0107,31.25
Entelurus,aequoreus,13.14,0.0092,32.03
Entelurus,aequoreus,14.76,0.0105,33.37
Entelurus,aequoreus,13.53,0.0101,32.36
Entelurus,aequoreus,6.33,0.0085,24.74
Entelurus,aequoreus,8.14,0.0078,27.04
Entelurus,aequoreus,7.41,0.0084,26.16
Entelurus,aequoreus,5.59,0.0073,23.68
Entelurus,aequoreus,4.69,0.0061,22.25
Entelurus,aequoreus,7.44,0.0075,26.19
Entelurus,aequoreus,6.01,0.0072,24.29
Entelurus,aequoreus,3.7,0.014,
Entelurus,aequoreus,4.1,0.014,
Entelurus,aequoreus,4.5,0.013,
Entelurus,aequoreus,5.1,0.016,
Entelurus,aequoreus,5.2,0.017,
Entelurus,aequoreus,5.5,0.017,
Entelurus,aequoreus,5.7,0.016,
Entelurus,aequoreus,5.9,0.018,
Entelurus,aequoreus,6,0.017,
Entelurus,aequoreus,6.5,0.018,
Entelurus,aequoreus,6.6,0.017,
Entelurus,aequoreus,6.8,0.016,
Entelurus,aequoreus,7.2,0.017,
Entelurus,aequoreus,7.4,0.021,
Entelurus,aequoreus,7.5,0.0181,
Entelurus,aequoreus,7.6,0.017,
Entelurus,aequoreus,7.8,0.019,
Entelurus,aequoreus,7.8,0.02,
Entelurus,aequoreus,8,0.018,
Entelurus,aequoreus,8.5,0.019,
Entelurus,aequoreus,8.5,0.022,
Entelurus,aequoreus,8.6,0.021,
Entelurus,aequoreus,8.9,0.019,
Entelurus,aequoreus,9.4,0.0201,
Entelurus,aequoreus,9.6,0.022,
Entelurus,aequoreus,9.8,0.0211,
Entelurus,aequoreus,10.4,0.023,
Entelurus,aequoreus,13.2,0.021,
Entelurus,aequoreus,13.4,0.025,
Entelurus,aequoreus,14.7,0.0231,
Entelurus,aequoreus,15.4,0.029,
Entelurus,aequoreus,16.5,0.024,
Entelurus,aequoreus,17.9,0.028,
Entelurus,aequoreus,18.3,0.0222,
Hippichthys,cyanospilos,0.71,0.0038,
Hippichthys,cyanospilos,0.12,0.0009,
Hippichthys,cyanospilos,0.19,0.0012,
Hippichthys,cyanospilos,0.16,0.001,
Hippichthys,cyanospilos,0.17,0.0013,
Hippichthys,cyanospilos,0.42,0.0029,
Hippichthys,cyanospilos,0.13,0.0012,
Hippichthys,cyanospilos,0.32,0.0026,
Hippichthys,cyanospilos,0.16,0.0014,
Hippichthys,cyanospilos,0.32,0.0026,
Hippichthys,cyanospilos,0.42,0.003,
Hippichthys,cyanospilos,0.2,0.001,
Hippichthys,cyanospilos,0.46,0.0019,
Hippichthys,cyanospilos,0.32,0.0017,
Hippichthys,cyanospilos,0.34,0.0022,
Hippichthys,cyanospilos,0.25,0.0019,
Hippichthys,cyanospilos,0.38,0.0021,
Hippichthys,cyanospilos,0.98,0.0034,
Hippichthys,cyanospilos,0.72,0.0031,
Hippichthys,penicillus,1.12,0.0044,
Hippichthys,penicillus,0.8,0.0039,
Hippocampus,abdominalis,21.1,0.0158,
Hippocampus,abdominalis,7.91,0.0101,
Hippocampus,abdominalis,10.47,0.0202,
Hippocampus,abdominalis,5.54,0.0126,
Hippocampus,abdominalis,8.95,0.0109,
Hippocampus,abdominalis,13.09,0.0271,
Hippocampus,abdominalis,5.86,0.0121,
Hippocampus,abdominalis,10.33,0.0146,
Hippocampus,comes,8.07,0.0231,
Hippocampus,comes,8.18,0.0143,
Hippocampus,hippocampus,1.41,0.0092,
Hippocampus,hippocampus,2.05,0.0105,
Hippocampus,kuda,13.78,0.0167,
Hippocampus,kuda,13.09,0.0169,
Hippocampus,kuda,15.25,0.0176,
Hippocampus,kuda,15.19,0.0178,
Hippocampus,kuda,7.82,0.015,
Hippocampus,kuda,8.22,0.0111,
Hippocampus,kuda,9.15,0.0144,
Hippocampus,kuda,8.05,0.0147,
Hippocampus,kuda,13.6,0.0158,
Hippocampus,kuda,7.42,0.0139,
Hippocampus,reidei,5.2,0.0052,
Hippocampus,reidei,3,0.0044,
Hippocampus,spinosissimus,12.1,0.012,
Hippocampus,spinosissimus,12.1,0.0112,
Hippocampus,spinosissimus,10.58,0.0129,
Hippocampus,spinosissimus,18.99,0.0131,
Hippocampus,spinosissimus,6.68,0.0086,
Hippocampus,spinosissimus,7.98,0.0101,
Hippocampus,spinosissimus,12.1,0.0096,
Hippocampus,spinosissimus,7.98,0.0089,
Hippocampus,spinosissimus,3,0.0039,
Hippocampus,spinosissimus,13.43,0.0107,
Hippocampus,spinosissimus,7.75,0.008,
Hippocampus,spinosissimus,17.25,0.0114,
Hippocampus,spinosissimus,8.7,0.0087,
Hippocampus,spinosissimus,16.03,0.0082,
Hippocampus,spinosissimus,12.75,0.0122,
Hippocampus,spinosissimus,5.2,0.0092,
Hippocampus,trimaculatus,6.68,0.0084,
Hippocampus,trimaculatus,10.01,0.0095,
Hippocampus,trimaculatus,10.87,0.0101,
Hippocampus,trimaculatus,3.59,0.007,
Hippocampus,trimaculatus,13.78,0.0104,
Hippocampus,trimaculatus,10.29,0.0094,
Hippocampus,trimaculatus,2.97,0.0104,
Hippocampus,trimaculatus,3.87,0.0115,
Hippocampus,trimaculatus,1.13,0.0027,
Hippocampus,trimaculatus,3.19,0.004,
Hippocampus,trimaculatus,1.79,0.0027,
Hippocampus,trimaculatus,0.76,0.0017,
Hippocampus,trimaculatus,1.57,0.0026,
Hippocampus,trimaculatus,2.39,0.0035,
Hippocampus,trimaculatus,14.87,0.0088,
Hippocampus,trimaculatus,20.38,0.0106,
Hippocampus,trimaculatus,16.43,0.0109,
Hippocampus,trimaculatus,14.87,0.0098,
Hippocampus,trimaculatus,12.75,0.0078,
Hippocampus,trimaculatus,15.25,0.0084,
Hippocampus,trimaculatus,10.29,0.0085,
Hippocampus,trimaculatus,9.47,0.0071,
Hippocampus,trimaculatus,7.98,0.0092,
Hippocampus,trimaculatus,12.1,0.0089,
Hippocampus,trimaculatus,10.58,0.0078,
Hippocampus,trimaculatus,12.1,0.0103,
Hippocampus,trimaculatus,15.63,0.0083,
Hippocampus,trimaculatus,10.29,0.007,
Hippocampus,trimaculatus,11.47,0.009,
Hippocampus,trimaculatus,2.34,0.0032,
Microphis,brachyurus,2.7,0.0072,
Microphis,brachyurus,4.31,0.0083,
Microphis,brachyurus,5.02,0.0109,
Microphis,brachyurus,3.57,0.0084,
Microphis,brachyurus,4.75,0.0105,
Microphis,brachyurus,4.06,0.0067,
Microphis,brachyurus,4.26,0.0087,
Microphis,brachyurus,1.93,0.0064,
Nerophis,lumbriciformis,0.66,0.0035,
Nerophis,lumbriciformis,0.66,0.0033,
Nerophis,lumbriciformis,0.79,0.0039,
Nerophis,lumbriciformis,0.63,0.0038,
Nerophis,lumbriciformis,0.81,0.0039,
Nerophis,lumbriciformis,0.96,0.0027,
Nerophis,lumbriciformis,0.74,0.0027,
Nerophis,lumbriciformis,0.77,0.0032,
Nerophis,lumbriciformis,0.52,0.0024,
Nerophis,lumbriciformis,0.66,0.0026,
Nerophis,lumbriciformis,1.3,0.003,
Syngnathoides,biaculeatus,3.18,0.0171,
Syngnathoides,biaculeatus,4.44,0.014,
Syngnathoides,biaculeatus,6.31,0.0261,
Syngnathoides,biaculeatus,4.37,0.0137,
Syngnathoides,biaculeatus,5.35,0.0239,
Syngnathoides,biaculeatus,7.68,0.0291,
Syngnathoides,biaculeatus,3.9,0.0238,
Syngnathoides,biaculeatus,6.12,0.0279,
Syngnathoides,biaculeatus,6.04,0.03,
Syngnathoides,biaculeatus,5.08,0.0254,
Syngnathus,abaster,0.24,0.0033,
Syngnathus,abaster,0.42,0.0044,
Syngnathus,abaster,0.37,0.0042,
Syngnathus,abaster,0.3,0.0028,
Syngnathus,abaster,0.44,0.0036,
Syngnathus,abaster,0.48,0.0034,
Syngnathus,abaster,0.28,0.0026,
Syngnathus,abaster,0.28,0.0028,
Syngnathus,abaster,0.27,0.0028,
Syngnathus,abaster,0.21,0.0025,
Syngnathus,acus,2,0.0112,15.5
Syngnathus,acus,5,0.017,23.1
Syngnathus,acus,5.8,0.016,24.1
Syngnathus,acus,6,0.015,13.5
Syngnathus,acus,9.9,0.017,27.8
Syngnathus,acus,10.4,0.021,28.9
Syngnathus,acus,12.6,0.021,30
Syngnathus,acus,19.4,0.031,32.5
Syngnathus,acus,20,0.0225,
Syngnathus,acus,20.6,0.029,34.4
Syngnathus,schlegeli,3.33,0.0077,
Syngnathus,schlegeli,2.94,0.0093,
Syngnathus,schlegeli,3.02,0.0088,
Syngnathus,schlegeli,3.27,0.0085,
Syngnathus,schlegeli,2.67,0.0082,
Syngnathus,schlegeli,3.79,0.0097,
Syngnathus,schlegeli,3.23,0.0095,
Syngnathus,schlegeli,2.86,0.0078,
Syngnathus,schlegeli,3.89,0.0086,
Syngnathus,schlegeli,3.57,0.0095,
Syngnathus,schlegeli,2.69,0.0087,
Syngnathus,schlegeli,3.46,0.0094,
Syngnathus,schlegeli,3.68,0.0088,
Syngnathus,schlegeli,4.14,0.0097,
Syngnathus,schlegeli,4.15,0.0089,
Syngnathus,schlegeli,2.38,0.0064,
Syngnathus,schlegeli,3.28,0.0092,
Syngnathus,schlegeli,3.14,0.0095,
Syngnathus,schlegeli,3.11,0.0082,
Syngnathus,schlegeli,3.6,0.0096,
Syngnathus,schlegeli,1.99,0.0068,
Syngnathus,schlegeli,3.81,0.0093,
Syngnathus,schlegeli,3.16,0.0082,
Syngnathus,schlegeli,3.49,0.0081,
Syngnathus,schlegeli,2.38,0.008,
Syngnathus,schlegeli,2.55,0.0083,
Syngnathus,schlegeli,3.02,0.0079,
Syngnathus,schlegeli,3.13,0.008,
Syngnathus,schlegeli,3.76,0.0092,
Syngnathus,schlegeli,3.03,0.0091,
Syngnathus,schlegeli,3.58,0.009,
Syngnathus,schlegeli,2.24,0.0076,
Syngnathus,schlegeli,3.16,0.0088,
Syngnathus,schlegeli,3.07,0.0077,
Syngnathus,schlegeli,2.88,0.0089,
Syngnathus,schlegeli,2.68,0.0082,
Syngnathus,schlegeli,3.54,0.0087,
Syngnathus,schlegeli,3.9,0.0096,
Syngnathus,schlegeli,2.82,0.009,
Syngnathus,schlegeli,3.03,0.0089,
Syngnathus,schlegeli,3.23,0.008,
Syngnathus,schlegeli,3.34,0.0084,
Syngnathus,schlegeli,3.21,0.008,
Syngnathus,schlegeli,3.62,0.009,
Syngnathus,schlegeli,5.24,0.0095,
Syngnathus,schlegeli,3.78,0.0085,
Syngnathus,schlegeli,3.29,0.0082,
Syngnathus,schlegeli,3.46,0.0082,
Syngnathus,schlegeli,2.84,0.0082,
Syngnathus,schlegeli,3.14,0.0075,
Syngnathus,schlegeli,3.82,0.0095,
Syngnathus,schlegeli,3.72,0.0089,
Syngnathus,schlegeli,4.72,0.0085,
Syngnathus,schlegeli,4.43,0.0093,
Syngnathus,schlegeli,4.23,0.0101,
Syngnathus,schlegeli,3.43,0.0086,
Syngnathus,schlegeli,3.97,0.0079,
Syngnathus,schlegeli,4.23,0.0095,
Syngnathus,schlegeli,4.15,0.0075,
Syngnathus,schlegeli,4.17,0.01,
Syngnathus,typhle,1.4,0.0078,16
Syngnathus,typhle,1.4,0.0069,
Syngnathus,typhle,1.7,0.0064,16.4
Syngnathus,typhle,7.3,0.0156,
Syngnathus,typhle,7.5,0.0136,
Syngnathus,typhle,9.3,0.0167,
Syngnathus,typhle,9.3,0.017,28
Syngnathus,typhle,9.5,0.0157,28.4
Syngnathus,typhle,12.2,0.02,28.9
Syngnathus,typhle,13.1,0.024,29
Trachyhampus,serratus,2.42,0.0045,
Trachyhampus,serratus,1.89,0.0047,
Trachyhampus,serratus,1.05,0.0036,
Trachyhampus,serratus,3.42,0.0037,
Trachyhampus,serratus,10.73,0.0075,
Trachyhampus,serratus,4.64,0.0028,
Balistapus,undulatus,470,0.527,
Balistes,capriscus,295,0.872,
Balistes,capriscus,873.9,0.67,35.8
Balistoides,conspicillum,760,0.814,
Balistoides,conspicillum,985,1.02,
Melichthys,vidua,81.5,0.341,14.6
Odonus,niger,1700,1.008,
Odonus,niger,390,0.564,32
Pseudobalistes,fuscus,2230,1.34,50
Rhinecanthus,aculeatus,209,0.434,20
Rhinecanthus,aculeatus,320,0.507,23.8
Rhinecanthus,aculeatus,143.68,0.318,
Rhinecanthus,rectangulus,160,0.472,18.3
Rhinecanthus,rectangulus,161,0.591,18.5
Sufflamen,albicaudatum,177,0.377,
Sufflamen,bursa,110,0.412,17.2
Sufflamen,bursa,61.1,0.3,
Sufflamen,chrysopterum,287.67,0.322,
Diodon,holocanthus,450,0.855,25.5
Diodon,holocanthus,530,0.77,27.7
Diodon,holocanthus,570,0.479,23
Diodon,holocanthus,822,0.82,29.5
Diodon,hystrix,565,0.568,24.6
Diodon,hystrix,730,0.881,
Diodon,hystrix,988,1.101,35
Diodon,hystrix,1060,0.96,36.7
Mola,mola,4600,0.922,
Aluterus,scriptus,158,0.41,
Cantherhines,dumerilii,117,0.339,
Cantherhines,dumerilii,265,0.473,
Cantherhines,dumerilii,760,0.588,
Cantherhines,pardalis,100,0.357,17.5
Cantherhines,pullus,52,0.242,
Cantherhines,verecundus,41,0.199,
Oxymonacanthus,longirostris,9.3,0.076,
Pervagor,spilosoma,14.3,0.113,
Pervagor,spilosoma,18.7,0.116,
Acanthostracion,polygonius,320,0.466,
Lactophrys,bicaudalis,114,0.386,
Lactoria,cornuta,17,0.106,
Ostracion,cubicus,696,0.406,
Arothron,hispidus,45,0.104,11
Arothron,hispidus,113,0.14,16.7
Arothron,hispidus,177,0.197,20
Arothron,hispidus,197,0.236,17.8
Arothron,hispidus,292,0.246,21.7
Arothron,hispidus,342,0.329,27.5
Arothron,immaculatus,37,0.09,11.8
Arothron,immaculatus,96,0.181,16.5
Arothron,meleagris,823,0.388,
Arothron,nigropunctatus,253,0.395,21.2
Arothron,nigropunctatus,213,0.359,
Arothron,stellatus,5480,0.833,57.5
Arothron,stellatus,6070,1.105,70.5
Canthigaster,coronata,52,0.112,
Canthigaster,epilampra,15.6,0.106,
Canthigaster,jactator,17.5,0.082,8.7
Canthigaster,margaritata,23,0.068,9.7
Canthigaster,pygmaea,2.2,0.024,
Canthigaster,rostrata,3.4,0.046,
Canthigaster,solandri,8.03,0.058,
Canthigaster,valentini,7,0.053,7
Canthigaster,valentini,6.45,0.051,
Torquigener,flavimaculosus,48,0.153,
Zeus,faber,1060,0.501,40
Zeus,faber,1600,0.519,41
Zeus,faber,2700,0.557,51
Zeus,faber,215,0.28,25.3
Zeus,faber,510,0.293,33.5
